age_group,day,S_mean,S_min,S_max,E_mean,E_min,E_max,H_mean,H_min,H_max,R_mean,R_min,R_max,D_mean,D_min,D_max,I_mean,I_min,I_max,IS_mean,IS_min,IS_max,type
0,99.0,50667.42283417085,50304.78391959799,51066.22613065327,6319.304557788945,6082.35175879397,6567.899497487437,308.23097989949747,268.4170854271357,354.6532663316583,1118071.6373366832,1117460.8492462311,1118638.1809045225,433.0843919597991,365.46231155778895,502.3065326633166,59108.57932663317,58490.246231155776,59738.5175879397,15001.827974874372,14753.788944723618,15243.96984924623,average
1,99.0,23271.727246231156,23080.175879396986,23463.577889447235,3185.95535678392,3050.0150753768844,3327.331658291457,298.17252763819096,259.31658291457285,341.29145728643215,567495.9452261307,567099.9296482413,567882.5175879397,879.311608040201,784.6582914572864,973.7738693467337,10894.058005025126,10676.773869346735,11113.03015075377,15195.803266331659,14951.733668341709,15458.743718592965,average
2,99.0,24675.379437185926,24487.879396984925,24861.78391959799,3321.1964974874372,3182.829145728643,3463.527638190955,306.4622663316583,265.3065326633166,348.2814070351759,591240.9125829146,590853.9949748744,591621.0603015076,914.9691658291459,824.4874371859296,997.2010050251256,11358.69510552764,11142.175879396986,11592.854271356784,15843.075899497486,15593.180904522613,16097.472361809045,average
3,99.0,29849.58528643216,29624.497487437187,30074.150753768845,4043.4508793969853,3875.175879396985,4213.688442211055,329.90338190954776,290.8241206030151,375.3115577889447,718904.3383919597,718420.2663316583,719354.5728643216,2230.9684824120604,2070.120603015075,2389.5125628140704,13827.957422110554,13581.562814070352,14070.582914572864,19287.634572864325,18991.110552763817,19564.76381909548,average
4,99.0,26773.41634673367,26579.35175879397,26988.150753768845,3546.53956281407,3401.261306532663,3702.9849246231156,336.6669748743719,293.3115577889447,382.47738693467335,625607.0278291458,625077.6180904523,626118.3417085427,6357.792603015076,6124.075376884422,6601.979899497487,12129.814386934671,11897.316582914573,12375.587939698493,16918.92263316583,16661.879396984925,17184.59296482412,average
5,99.0,25214.210683417085,25023.849246231155,25393.562814070352,2997.4678241206034,2880.78391959799,3119.286432160804,382.8802914572865,330.5527638190955,437.47738693467335,516998.9464271358,516320.98994974873,517657.0552763819,14830.45144723618,14357.653266331658,15301.819095477387,10259.01083919598,10050.628140703517,10476.532663316582,14309.643462311553,14079.472361809045,14547.095477386934,average
6,99.0,27598.411959798996,27413.497487437187,27777.97487437186,3154.1534120603014,3035.0502512562816,3269.738693467337,587.057512562814,527.7688442211055,652.4522613065327,509209.2767487437,508405.9447236181,510062.4271356784,49327.5887638191,48630.04522613066,49965.195979899494,10799.116487437186,10588.587939698493,11018.060301507538,15062.313351758796,14825.286432160805,15307.497487437186,average
7,99.0,5587.1869346733665,5483.86432160804,5690.608040201005,568.3065326633166,469.7638190954774,680.1407035175879,30.475954773869347,18.5678391959799,46.26130653266332,98857.53566834169,98678.6783919598,99037.02512562813,402.96103015075374,342.7638190954774,467.1005025125628,1930.944477386935,1839.2663316582914,2028.6582914572864,2692.265487437186,2582.4874371859296,2803.904522613065,average
,,26704.6675910804,26499.73743718593,26914.504396984925,3392.0468278894473,3247.153894472362,3543.0747487437184,322.4812361809046,281.75816582914575,367.2757537688442,593298.2025263819,592789.783919598,593796.3976130653,9422.14093655779,9187.408291457286,9649.861180904521,16288.522006281408,16033.319723618091,16551.728015075376,14288.93583103015,14054.867462311558,14526.005025125629,aoa
,,12241.4996305248,12170.642676156565,12322.625113601442,1569.81899078914,1530.2950028347332,1609.278101616838,151.29094497104663,138.0161752501246,165.09527333490038,280367.6171764969,280276.1032582078,280443.56094510655,16862.03863741493,16643.711611889776,17060.46791964696,17659.22899768635,17506.05188602159,17813.77442534121,4938.639191560674,4884.8443429394765,4990.433419954323,std
